tick_id,ts,A,R,C,p_hat,n_proposed,n_approved,clamp_reasons,utilization,abandonment_rate
589,588.0,8,25,39,0.0014,108,3,binomial_safety_bound;abandonment_cooldown_3pct,0.78,0.04
590,589.0,9,27,38,0.001,117,5,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.04
591,590.0,9,32,38,0.001,117,0,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.04
592,591.0,9,29,38,0.0003,117,3,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.04
593,592.0,9,30,38,0.0002,117,2,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.04
594,593.0,10,26,39,0.072,89,1,binomial_safety_bound;abandonment_cooldown_3pct,0.78,0.04
595,594.0,11,21,39,0.0085,138,11,binomial_safety_bound;abandonment_cooldown_3pct,0.78,0.04
596,595.0,11,28,37,0.002,137,11,binomial_safety_bound;abandonment_cooldown_3pct,0.74,0.04
597,596.0,11,39,36,0.002,136,0,binomial_safety_bound;abandonment_cooldown_3pct,0.72,0.04
598,597.0,11,37,36,0.001,136,2,binomial_safety_bound;abandonment_cooldown_3pct,0.72,0.04
599,598.0,11,37,36,0.0005,136,2,binomial_safety_bound;abandonment_cooldown_3pct,0.72,0.04
600,599.0,11,37,36,0.0002,136,2,binomial_safety_bound;abandonment_cooldown_3pct,0.72,0.04
